Sample;Distance in [km];Carrier;Country pair;Lead time;Equipment;Volume yearly [m3];Customer;Domestic;Origin region;Destination region;Holiday;Driver stress level;Loading meter;Driver exp in years;Inflation rate;Pick up time;Carrier Hub Loc;Price
3151;146,34087;Carrier1;DE-DE;4,878029;Standard;2080;Customer3;yes;Origin_north;Dest_south;1;31;12;34;-1;14pm;DE;634,2655263
3152;1206,687;Carrier2;PL-DE;40,2229;Standard;6720;Customer1;no;Origin_east;Dest_east;0;11;4;37;1;15pm;FR;1201,027991
3153;3240,815;Carrier3;TR-DE;108,0271667;Standard;8000;Customer1;no;Origin_east;Dest_north;1;23;6;10;1;16pm;PL;2375,624821
3154;1117,804;Carrier4;GB-DE;37,26013333;Standard;4080;Customer1;no;Origin_south;Dest_west;1;25;14;38;2;14pm;HU;1149,934581
3155;1120,024;Carrier5;FR-DE;37,33413333;Standard;7600;Customer1;no;Origin_north;Dest_south;0;22;7;15;4;15pm;NL;1188,649445
3156;209,542;Carrier6;DE-DE;6,984733333;Mega;1440;Customer4;yes;Origin_north;Dest_west;1;23;10;30;0;16pm;TR;579,9143397
3157;2997,496;Carrier7;TR-DE;99,91653333;Standard;2480;Customer1;no;Origin_east;Dest_south;1;30;13;14;3;16pm;GB;2216,881812
3158;1221,654;Carrier1;DE-GB;40,7218;Standard;2160;Customer1;no;Origin_west;Dest_west;0;35;11;33;-1;14pm;DE;1200,194413
3159;829,883;Carrier2;PL-DE;27,66276667;Standard;7680;Customer1;no;Origin_north;Dest_east;1;38;13;18;3;16pm;FR;993,3292155
3160;2559,717;Carrier3;TR-DE;85,3239;Standard;2320;Customer1;no;Origin_east;Dest_north;0;30;1;38;3;16pm;PL;1949,123457
3161;1685,545;Carrier4;GB-DE;56,18483333;Standard;1760;Customer1;no;Origin_west;Dest_west;1;20;11;18;2;15pm;HU;1456,887781
3162;1186,521;Carrier5;DE-PL;39,5507;Standard;2320;Customer1;no;Origin_north;Dest_west;0;20;5;32;-1;15pm;NL;1176,921584
3163;643,678;Carrier6;DE-FR;21,45593333;Standard;3920;Customer1;no;Origin_north;Dest_north;0;39;14;36;2;16pm;TR;909,9428516
3164;1446,939;Carrier7;DE-GB;48,2313;Mega;7920;Customer2;no;Origin_south;Dest_east;1;17;4;30;1;14pm;GB;1424,109346
3165;1055,55515;Carrier1;DE-HU;35,18517167;Mega;4000;Customer3;no;Origin_north;Dest_east;0;20;0;5;4;15pm;DE;1144,819274
3166;1013,675;Carrier2;FR-DE;33,78916667;Standard;4240;Customer1;no;Origin_west;Dest_east;1;27;3;22;4;16pm;FR;1091,797148
3167;998,404;Carrier3;DE-PL;33,28013333;Standard;5520;Customer1;no;Origin_north;Dest_north;1;30;0;19;0;14pm;PL;1083,089329
3168;1308,731;Carrier4;PL-DE;43,62436667;Standard;5280;Customer1;no;Origin_east;Dest_south;1;20;3;13;1;14pm;HU;1257,945809
3169;479,768;Carrier5;DE-CZ;15,99226667;Standard;2720;Customer1;no;Origin_west;Dest_north;1;24;6;7;4;14pm;NL;782,0489134
3170;1352,607;Carrier6;DE-FR;45,0869;Standard;6320;Customer1;no;Origin_south;Dest_south;1;11;11;29;0;16pm;TR;1329,757538
3171;941,085;Carrier7;FR-DE;31,3695;Standard;7520;Customer1;no;Origin_west;Dest_east;1;15;10;11;3;16pm;GB;1095,103737
3172;794,881;Carrier1;DE-HU;26,49603333;Mega;2960;Customer5;no;Origin_north;Dest_west;0;26;4;12;3;16pm;DE;906,7911243
3173;871,538;Carrier2;PL-DE;29,05126667;Standard;800;Customer1;no;Origin_east;Dest_east;0;10;9;16;4;15pm;FR;969,6862324
3174;397,787;Carrier3;CZ-DE;13,25956667;Standard;4720;Customer5;no;Origin_west;Dest_east;0;34;12;18;0;16pm;PL;708,4821621
3175;2617,766;Carrier4;TR-DE;87,25886667;Standard;4800;Customer1;no;Origin_east;Dest_north;1;29;13;24;4;16pm;HU;2003,668112
3176;507,517;Carrier5;CZ-DE;16,91723333;Standard;1040;Customer1;no;Origin_north;Dest_west;1;19;14;6;-1;16pm;NL;781,8963635
3177;1265,87;Carrier6;GB-DE;42,19566667;Standard;5920;Customer1;no;Origin_north;Dest_east;0;10;2;38;0;16pm;TR;1255,608477
3178;880,076;Carrier7;DE-PL;29,33586667;Mega;4080;Customer2;no;Origin_north;Dest_west;1;13;5;12;1;16pm;GB;1053,257146
3179;652,974;Carrier1;DE-CZ;21,7658;Mega;2560;Customer2;no;Origin_north;Dest_west;1;28;1;5;2;16pm;DE;891,5999856
3180;1000,687;Carrier2;DE-HU;33,35623333;Standard;5120;Customer1;no;Origin_south;Dest_east;0;15;8;7;2;14pm;FR;1068,446048
3181;667,239;Carrier3;DE-DE;22,2413;Mega;4000;Customer5;yes;Origin_east;Dest_south;1;23;5;7;1;14pm;PL;872,1775635
3182;857,013;Carrier4;DE-FR;28,5671;Standard;3680;Customer1;no;Origin_west;Dest_east;1;22;14;33;4;15pm;HU;1020,85934
3183;945,172;Carrier5;DE-PL;31,50573333;Standard;5360;Customer1;no;Origin_east;Dest_east;0;22;9;27;2;16pm;NL;1060,53842
3184;1078,387;Carrier6;DE-GB;35,94623333;Standard;7920;Customer1;no;Origin_south;Dest_south;1;28;1;33;2;14pm;TR;1180,356389
3185;324,9;Carrier7;DE-DE;10,83;Mega;5120;Customer2;yes;Origin_south;Dest_north;0;31;9;2;3;15pm;GB;757,829366
3186;1060,152;Carrier1;DE-PL;35,3384;Standard;6080;Customer1;no;Origin_south;Dest_south;1;32;7;5;0;16pm;DE;1113,242243
3187;1348,579;Carrier2;PL-DE;44,95263333;Standard;3200;Customer1;no;Origin_south;Dest_south;0;31;5;29;0;14pm;FR;1257,520306
3188;632,989;Carrier3;NL-DE;21,09963333;Standard;2960;Customer1;no;Origin_east;Dest_east;1;12;6;25;-1;14pm;PL;870,8798457
3189;206,512;Carrier4;DE-DE;6,883733333;Standard;7200;Customer1;yes;Origin_north;Dest_west;1;32;0;15;4;16pm;HU;661,8770122
3190;1025,502;Carrier5;DE-FR;34,1834;Standard;5600;Customer1;no;Origin_east;Dest_east;1;29;14;8;2;15pm;NL;1134,328293
3191;1198,402;Carrier6;PL-DE;39,94673333;Standard;720;Customer1;no;Origin_east;Dest_south;0;40;2;17;2;14pm;TR;1172,662799
3192;322,363;Carrier7;DE-DE;10,74543333;Standard;3840;Customer1;yes;Origin_east;Dest_south;1;25;0;29;2;15pm;GB;717,8567763
3193;35,315;Carrier1;DE-DE;1,177166667;Mega;5840;Customer4;yes;Origin_south;Dest_north;0;18;13;35;1;16pm;DE;489,0658608
3194;1056,084;Carrier2;FR-DE;35,2028;Standard;5040;Customer1;no;Origin_north;Dest_north;1;17;10;23;1;15pm;FR;1121,401523
3195;288,854;Carrier3;DE-DE;9,628466667;Standard;6560;Customer3;yes;Origin_north;Dest_south;1;20;3;29;0;15pm;PL;754,95414
3196;783,982;Carrier4;DE-FR;26,13273333;Standard;3200;Customer1;no;Origin_south;Dest_north;0;33;4;3;4;14pm;HU;976,022132
3197;821,444;Carrier5;DE-FR;27,38146667;Standard;2800;Customer1;no;Origin_north;Dest_west;1;32;9;39;-1;15pm;NL;998,9610437
3198;2533,30402;Carrier6;TR-DE;84,44346733;Standard;2400;Customer1;no;Origin_west;Dest_east;1;16;8;31;0;16pm;TR;1947,859835
3199;691,19531;Carrier7;NL-DE;23,03984367;Standard;2800;Customer1;no;Origin_east;Dest_south;1;16;9;39;1;14pm;GB;920,4538815
3200;501,248;Carrier1;DE-DE;16,70826667;Standard;7440;Customer1;yes;Origin_west;Dest_north;1;13;13;21;-1;14pm;DE;817,9595793
3201;345,151;Carrier2;DE-DE;11,50503333;Standard;7840;Customer1;yes;Origin_east;Dest_south;1;10;1;5;-1;14pm;FR;736,3407838
3202;421,543;Carrier3;DE-DE;14,05143333;Mega;3280;Customer4;yes;Origin_north;Dest_west;0;30;13;21;-1;14pm;PL;699,9590153
3203;171,224;Carrier4;DE-DE;5,707466667;Standard;2320;Customer1;yes;Origin_north;Dest_east;1;15;6;3;1;14pm;HU;608,236528
3204;528,419;Carrier5;DE-DE;17,61396667;Mega;7360;Customer2;yes;Origin_east;Dest_west;1;40;12;3;1;15pm;NL;880,241154
3205;817,2723;Carrier6;DE-PL;27,24241;Mega;1440;Customer3;no;Origin_west;Dest_north;0;28;11;7;3;14pm;TR;1022,489404
3206;1281,076;Carrier7;DE-FR;42,70253333;Standard;2560;Customer1;no;Origin_north;Dest_west;0;39;2;34;4;15pm;GB;1267,564324
3207;680,926;Carrier1;DE-CZ;22,69753333;Standard;1120;Customer1;no;Origin_east;Dest_east;1;22;7;9;-1;16pm;DE;867,8476737
3208;845,458;Carrier2;DE-HU;28,18193333;Mega;2240;Customer2;no;Origin_south;Dest_west;0;39;12;10;0;15pm;FR;990,0682208
3209;1076,992;Carrier3;DE-HU;35,89973333;Mega;4160;Customer3;no;Origin_north;Dest_east;0;22;10;12;1;15pm;PL;1166,895795
3210;699,654;Carrier4;DE-CZ;23,3218;Mega;3360;Customer2;no;Origin_south;Dest_west;1;33;5;16;-1;15pm;HU;936,8531171
3211;366,807;Carrier5;CZ-DE;12,2269;Standard;4800;Customer1;no;Origin_south;Dest_east;1;10;5;30;3;14pm;NL;727,7504242
3212;1361,259;Carrier6;GB-DE;45,3753;Standard;5040;Customer1;no;Origin_west;Dest_east;0;29;0;23;3;16pm;TR;1303,818548
3213;2035,66;Carrier7;GB-DE;67,85533333;Standard;7040;Customer1;no;Origin_north;Dest_east;1;29;10;3;2;14pm;GB;1705,583336
3214;517,413;Carrier1;DE-DE;17,2471;Mega;1120;Customer2;yes;Origin_west;Dest_south;1;10;2;6;4;16pm;DE;813,3935321
3215;839,859;Carrier2;CZ-DE;27,9953;Standard;5840;Customer1;no;Origin_north;Dest_north;0;35;1;23;3;15pm;FR;990,7201299
3216;577,923;Carrier3;DE-CZ;19,2641;Mega;4000;Customer2;no;Origin_south;Dest_west;0;23;11;32;-1;16pm;PL;867,6293176
3217;3532,45087;Carrier4;TR-DE;117,7483623;Standard;6960;Customer1;no;Origin_east;Dest_south;0;21;3;9;2;14pm;HU;2538,783667
3218;441,641;Carrier5;DE-DE;14,72136667;Standard;3360;Customer1;yes;Origin_north;Dest_west;1;19;13;33;1;15pm;NL;773,5799706
3219;1040,499;Carrier6;PL-DE;34,6833;Standard;4720;Customer1;no;Origin_north;Dest_south;0;15;14;4;2;15pm;TR;1110,361504
3220;3167,146;Carrier7;TR-DE;105,5715333;Standard;800;Customer1;no;Origin_north;Dest_north;1;32;3;14;0;16pm;GB;2301,812074
3221;1353,518;Carrier1;DE-GB;45,11726667;Standard;4560;Customer1;no;Origin_south;Dest_east;0;14;4;7;2;14pm;DE;1291,703359
3222;258,494;Carrier2;FR-DE;8,616466667;Standard;6960;Customer1;no;Origin_north;Dest_east;1;30;0;7;3;14pm;FR;680,9603088
3223;745,473;Carrier3;NL-DE;24,8491;Standard;2560;Customer1;no;Origin_north;Dest_north;0;21;13;22;-1;15pm;PL;932,0964596
3224;425,642;Carrier4;CZ-DE;14,18806667;Standard;2960;Customer1;no;Origin_south;Dest_west;1;34;10;36;4;14pm;HU;744,1366393
3225;735,093;Carrier5;NL-DE;24,5031;Standard;6880;Customer1;no;Origin_south;Dest_east;0;33;6;19;3;16pm;NL;964,7403309
3226;487,094;Carrier6;DE-DE;16,23646667;Standard;4240;Customer1;yes;Origin_south;Dest_north;0;17;11;11;1;16pm;TR;809,9092489
3227;2844,93638;Carrier7;TR-DE;94,83121267;Standard;1280;Customer1;no;Origin_east;Dest_south;0;38;7;5;1;14pm;GB;2121,850932
3228;510,841;Carrier1;DE-DE;17,02803333;Mega;7520;Customer5;yes;Origin_east;Dest_east;0;29;8;12;1;15pm;DE;798,6556491
3229;1186,963;Carrier2;DE-GB;39,56543333;Standard;4080;Customer1;no;Origin_east;Dest_south;1;11;2;34;0;14pm;FR;1198,065743
3230;859,108;Carrier3;NL-DE;28,63693333;Standard;5440;Customer1;no;Origin_west;Dest_west;0;30;12;12;2;14pm;PL;1016,568586
3231;567,712;Carrier4;FR-DE;18,92373333;Mega;1440;Customer4;no;Origin_north;Dest_west;1;40;3;30;-1;15pm;HU;774,8287571
3232;736,616;Carrier5;DE-CZ;24,55386667;Standard;4160;Customer3;no;Origin_west;Dest_west;1;32;14;15;0;16pm;NL;993,1407016
3233;772,449;Carrier6;PL-DE;25,7483;Mega;2640;Customer4;no;Origin_south;Dest_south;1;17;11;22;1;15pm;TR;890,7308173
3234;824,3;Carrier7;DE-FR;27,47666667;Standard;2160;Customer1;no;Origin_south;Dest_west;1;38;1;37;3;16pm;GB;1005,015385
3235;668,124;Carrier1;CZ-DE;22,2708;Mega;3040;Customer5;no;Origin_south;Dest_north;0;12;3;27;4;15pm;DE;844,0495843
3236;610,611;Carrier2;DE-FR;20,3537;Standard;4720;Customer1;no;Origin_south;Dest_west;0;39;5;20;2;15pm;FR;879,0596353
3237;196,148;Carrier3;DE-DE;6,538266667;Standard;880;Customer1;yes;Origin_north;Dest_west;0;39;9;16;2;14pm;PL;608,0912618
3238;1049,135;Carrier4;GB-DE;34,97116667;Standard;1040;Customer1;no;Origin_east;Dest_south;0;18;13;11;-1;16pm;HU;1089,959174
3239;650,345;Carrier5;DE-HU;21,67816667;Standard;3280;Customer1;no;Origin_north;Dest_east;1;16;7;2;1;16pm;NL;869,7421517
3240;508,542;Carrier6;DE-FR;16,9514;Standard;6320;Customer1;no;Origin_east;Dest_east;0;23;0;23;3;14pm;TR;849,6128458
3241;891,691;Carrier7;PL-DE;29,72303333;Mega;4640;Customer2;no;Origin_south;Dest_north;1;25;1;31;-1;15pm;GB;1059,312003
3242;1162,521;Carrier1;DE-PL;38,7507;Standard;1680;Customer1;no;Origin_north;Dest_east;1;16;8;26;4;16pm;DE;1141,239755
3243;988,314;Carrier2;DE-HU;32,9438;Standard;6160;Customer1;no;Origin_south;Dest_east;0;38;7;8;1;16pm;FR;1068,572371
3244;576,084;Carrier3;DE-DE;19,2028;Mega;3920;Customer4;yes;Origin_west;Dest_west;1;20;12;2;0;14pm;PL;792,2715687
3245;1923,108;Carrier4;GB-DE;64,1036;Standard;7280;Customer1;no;Origin_south;Dest_south;0;38;1;34;4;15pm;HU;1629,983056
3246;1244,135;Carrier5;DE-GB;41,47116667;Standard;5120;Customer1;no;Origin_east;Dest_north;0;39;6;9;1;16pm;NL;1250,961029
3247;524,091;Carrier6;NL-DE;17,4697;Standard;4000;Customer1;no;Origin_east;Dest_north;1;16;3;11;4;14pm;TR;829,2831795
3248;598,807;Carrier7;CZ-DE;19,96023333;Standard;3920;Customer1;no;Origin_north;Dest_west;1;25;6;12;4;15pm;GB;862,4494684
3249;241,18;Carrier1;DE-DE;8,039333333;Standard;7680;Customer1;yes;Origin_north;Dest_east;0;35;14;33;-1;16pm;DE;671,6733409
3250;681,94;Carrier2;DE-CZ;22,73133333;Standard;800;Customer1;no;Origin_south;Dest_north;1;11;3;6;0;15pm;FR;870,622932
3251;1317,562;Carrier3;DE-GB;43,91873333;Standard;720;Customer1;no;Origin_west;Dest_west;0;37;0;24;1;14pm;PL;1253,645228
3252;859,776;Carrier4;NL-DE;28,6592;Standard;6960;Customer1;no;Origin_east;Dest_north;0;35;1;23;-1;16pm;HU;1031,770574
3253;485,761;Carrier5;CZ-DE;16,19203333;Standard;6000;Customer1;no;Origin_east;Dest_south;0;39;5;22;4;14pm;NL;803,6355393
3254;295,462;Carrier6;DE-DE;9,848733333;Standard;5200;Customer1;yes;Origin_west;Dest_east;1;28;8;25;-1;15pm;TR;707,5061952
3255;951,962;Carrier7;DE-FR;31,73206667;Standard;1440;Customer1;no;Origin_west;Dest_west;1;26;8;5;4;16pm;GB;1072,669745
3256;854,688;Carrier1;DE-CZ;28,4896;Standard;7600;Customer1;no;Origin_north;Dest_south;1;32;6;28;4;14pm;DE;1011,271891
3257;562,787;Carrier2;CZ-DE;18,75956667;Standard;5680;Customer3;no;Origin_west;Dest_west;0;31;2;6;2;15pm;FR;887,0913178
3258;1003,166;Carrier3;DE-PL;33,43886667;Mega;4800;Customer2;no;Origin_east;Dest_north;0;11;9;7;-1;15pm;PL;1110,583931
3259;593,058;Carrier4;DE-FR;19,7686;Standard;2480;Customer1;no;Origin_west;Dest_west;0;13;1;2;1;15pm;HU;862,4573341
3260;202,418;Carrier5;FR-DE;6,747266667;Standard;6720;Customer1;no;Origin_east;Dest_south;0;14;4;12;2;15pm;NL;660,6469505
3261;1202,957;Carrier6;PL-DE;40,09856667;Standard;2960;Customer1;no;Origin_west;Dest_north;1;11;4;23;-1;15pm;TR;1190,661582
3262;725,626;Carrier7;CZ-DE;24,18753333;Mega;1600;Customer5;no;Origin_north;Dest_west;1;26;13;14;0;15pm;GB;893,2647959
3263;1220,018;Carrier1;DE-FR;40,66726667;Standard;3120;Customer1;no;Origin_east;Dest_north;1;17;6;4;3;14pm;DE;1210,264821
3264;1250,445;Carrier2;DE-FR;41,6815;Standard;5120;Customer1;no;Origin_north;Dest_south;0;29;12;11;1;14pm;FR;1245,74323
3265;812,437;Carrier3;PL-DE;27,08123333;Standard;5520;Customer1;no;Origin_south;Dest_west;1;37;7;11;-1;14pm;PL;972,9209696
3266;59,378;Carrier4;DE-DE;1,979266667;Standard;3200;Customer1;yes;Origin_north;Dest_west;0;38;4;11;2;14pm;HU;550,6819382
3267;915,595;Carrier5;FR-DE;30,51983333;Standard;4320;Customer1;no;Origin_east;Dest_south;1;27;9;16;2;15pm;NL;1049,773719
3268;968,716;Carrier6;DE-HU;32,29053333;Standard;1440;Customer1;no;Origin_east;Dest_east;0;40;2;13;-1;14pm;TR;1042,590893
3269;1177,103;Carrier7;PL-DE;39,23676667;Standard;2960;Customer1;no;Origin_north;Dest_south;1;31;4;34;1;16pm;GB;1180,373645
3270;663,508;Carrier1;DE-DE;22,11693333;Mega;7760;Customer4;yes;Origin_west;Dest_south;0;19;2;19;1;16pm;DE;859,6005136
3271;445,616;Carrier2;DE-DE;14,85386667;Standard;6560;Customer1;yes;Origin_north;Dest_east;0;21;12;33;-1;14pm;FR;784,6669546
3272;2242,052;Carrier3;TR-DE;74,73506667;Standard;7600;Customer1;no;Origin_west;Dest_east;1;15;5;40;4;16pm;PL;1804,804338
3273;1469,837;Carrier4;FR-DE;48,99456667;Standard;6400;Customer1;no;Origin_north;Dest_north;0;10;1;2;1;16pm;HU;1374,935324
3274;384,383;Carrier5;DE-DE;12,81276667;Standard;3840;Customer1;yes;Origin_north;Dest_north;0;40;1;4;0;16pm;NL;744,3032507
3275;484,638;Carrier6;CZ-DE;16,1546;Standard;2080;Customer1;no;Origin_east;Dest_south;1;13;5;28;3;14pm;TR;780,4242737
3276;935,769;Carrier7;DE-PL;31,1923;Standard;6880;Customer5;no;Origin_north;Dest_east;0;22;7;33;1;15pm;GB;1046,9322
3277;834,17;Carrier1;DE-FR;27,80566667;Standard;6320;Customer1;no;Origin_north;Dest_north;1;35;0;23;0;16pm;DE;1012,846601
3278;613,829;Carrier2;CZ-DE;20,46096667;Standard;5280;Customer1;no;Origin_north;Dest_west;1;16;12;7;0;14pm;FR;858,3230665
3279;771,114;Carrier3;NL-DE;25,7038;Standard;4960;Customer1;no;Origin_west;Dest_south;1;33;0;33;3;15pm;PL;963,1980411
3280;916,562;Carrier4;DE-HU;30,55206667;Standard;7840;Customer1;no;Origin_south;Dest_north;1;20;9;13;4;14pm;HU;1048,122806
3281;773,683;Carrier5;DE-PL;25,78943333;Standard;6560;Customer5;no;Origin_west;Dest_south;0;11;2;19;-1;16pm;NL;943,7290229
3282;758,07;Carrier6;NL-DE;25,269;Standard;6560;Customer1;no;Origin_south;Dest_south;1;36;8;18;0;16pm;TR;980,0148294
3283;1411,603;Carrier7;GB-DE;47,05343333;Standard;3280;Customer1;no;Origin_west;Dest_west;0;11;5;11;4;15pm;GB;1324,753115
3284;934,567;Carrier1;PL-DE;31,15223333;Mega;6960;Customer5;no;Origin_north;Dest_west;0;16;5;39;1;15pm;DE;1018,167697
3285;937,356;Carrier2;PL-DE;31,2452;Standard;3760;Customer1;no;Origin_east;Dest_north;1;37;10;3;2;14pm;FR;1027,488644
3286;665,903;Carrier3;DE-DE;22,19676667;Standard;7200;Customer1;yes;Origin_west;Dest_south;0;36;1;20;0;14pm;PL;918,7772457
3287;399,467;Carrier4;FR-DE;13,31556667;Standard;7840;Customer1;no;Origin_south;Dest_east;0;30;12;40;0;14pm;HU;776,0154193
3288;903,823;Carrier5;FR-DE;30,12743333;Standard;5760;Customer1;no;Origin_north;Dest_east;1;34;0;4;1;16pm;NL;1053,006084
3289;1050,207;Carrier6;PL-DE;35,0069;Standard;3600;Customer1;no;Origin_south;Dest_north;1;11;2;6;3;16pm;TR;1108,151484
3290;1145,825;Carrier7;GB-DE;38,19416667;Standard;7440;Customer1;no;Origin_west;Dest_east;0;28;0;38;2;16pm;GB;1202,175315
3291;922,19;Carrier1;PL-DE;30,73966667;Mega;7280;Customer5;no;Origin_north;Dest_north;1;29;2;2;-1;16pm;DE;1013,344606
3292;977,351;Carrier2;PL-DE;32,57836667;Mega;7360;Customer4;no;Origin_south;Dest_east;1;21;5;5;1;15pm;FR;1022,143029
3293;225,131;Carrier3;FR-DE;7,504366667;Standard;7760;Customer1;no;Origin_south;Dest_west;0;30;4;31;0;15pm;PL;671,9517594
3294;2245,793;Carrier4;DE-GB;74,85976667;Standard;6960;Customer1;no;Origin_north;Dest_south;0;14;13;18;-1;16pm;HU;1828,925717
3295;497,619;Carrier5;DE-DE;16,5873;Standard;6000;Customer1;yes;Origin_south;Dest_south;1;11;2;8;1;15pm;NL;823,6279957
3296;1173,521;Carrier6;DE-PL;39,11736667;Standard;7120;Customer1;no;Origin_north;Dest_west;0;10;4;37;1;14pm;TR;1206,938276
3297;1280,488;Carrier7;DE-FR;42,68293333;Standard;6720;Customer1;no;Origin_west;Dest_north;0;32;7;14;0;16pm;GB;1295,854625
3298;894,391;Carrier1;NL-DE;29,81303333;Standard;7600;Customer1;no;Origin_west;Dest_east;0;14;4;25;4;16pm;DE;1042,660497
3299;1950,02691;Carrier2;GB-DE;65,000897;Standard;6000;Customer1;no;Origin_west;Dest_north;0;10;5;32;3;16pm;FR;1627,700635
3300;766,984;Carrier3;DE-HU;25,56613333;Standard;960;Customer1;no;Origin_west;Dest_west;1;31;10;25;4;15pm;PL;911,2880588
3301;388,918;Carrier4;DE-DE;12,96393333;Mega;6800;Customer2;yes;Origin_south;Dest_south;1;36;8;11;4;15pm;HU;792,5935449
3302;996,346;Carrier5;PL-DE;33,21153333;Standard;1200;Customer1;no;Origin_east;Dest_south;0;30;1;36;2;16pm;NL;1056,622477
3303;643,738;Carrier6;NL-DE;21,45793333;Standard;2800;Customer1;no;Origin_north;Dest_east;0;30;5;17;3;15pm;TR;889,0971379
3304;3561,682;Carrier7;TR-DE;118,7227333;Standard;4240;Customer1;no;Origin_north;Dest_east;1;33;4;25;1;16pm;GB;2549,861754
3305;722,718;Carrier1;FR-DE;24,0906;Standard;2640;Customer1;no;Origin_east;Dest_south;0;17;11;30;1;15pm;DE;910,8649182
3306;1036,183;Carrier2;FR-DE;34,53943333;Standard;7280;Customer1;no;Origin_south;Dest_south;1;13;1;15;-1;14pm;FR;1125,53114
3307;520,744;Carrier3;DE-CZ;17,35813333;Standard;7360;Customer3;no;Origin_west;Dest_north;0;38;5;23;4;14pm;PL;883,578551
3308;784,972;Carrier4;DE-PL;26,16573333;Mega;4560;Customer5;no;Origin_south;Dest_west;0;16;14;7;-1;15pm;HU;934,1743665
3309;185,797;Carrier5;DE-CZ;6,193233333;Mega;1680;Customer5;no;Origin_west;Dest_east;1;29;11;15;3;14pm;NL;582,3811663
3310;867,297;Carrier6;DE-PL;28,9099;Standard;4720;Customer1;no;Origin_east;Dest_north;0;35;7;19;0;16pm;TR;1016,255165
3311;479,675;Carrier7;DE-FR;15,98916667;Standard;7520;Customer1;no;Origin_south;Dest_north;1;10;12;30;-1;14pm;GB;845,9044214
3312;700,228;Carrier1;DE-PL;23,34093333;Standard;960;Customer1;no;Origin_north;Dest_north;1;31;8;6;3;15pm;DE;873,3432094
3313;919,845;Carrier2;DE-FR;30,6615;Standard;1760;Customer1;no;Origin_east;Dest_south;1;18;8;18;3;14pm;FR;1034,56785
3314;1510,586;Carrier3;GB-DE;50,35286667;Standard;5600;Customer1;no;Origin_south;Dest_north;1;32;2;6;2;14pm;PL;1379,396133
3315;1186,521;Carrier4;PL-DE;39,5507;Standard;4560;Customer1;no;Origin_east;Dest_east;1;19;0;34;-1;16pm;HU;1183,473421
3316;211,279;Carrier5;DE-DE;7,042633333;Standard;1200;Customer1;yes;Origin_west;Dest_north;1;27;5;34;4;16pm;NL;627,7031999
3317;718,051;Carrier6;PL-DE;23,93503333;Standard;4800;Customer1;no;Origin_east;Dest_south;0;10;4;2;-1;14pm;TR;927,4797288
3318;629,249;Carrier7;DE-DE;20,97496667;Standard;1520;Customer1;yes;Origin_north;Dest_east;0;12;14;39;3;14pm;GB;876,435907
3319;876,697;Carrier1;DE-PL;29,22323333;Standard;5680;Customer1;no;Origin_west;Dest_east;1;39;8;9;-1;15pm;DE;1006,183761
3320;949,161;Carrier2;DE-PL;31,6387;Mega;720;Customer2;no;Origin_west;Dest_east;1;36;1;11;0;15pm;FR;1047,411562
3321;2833,396;Carrier3;TR-DE;94,44653333;Standard;7920;Customer1;no;Origin_east;Dest_east;0;16;8;36;2;14pm;PL;2143,361391
3322;3481,981;Carrier4;TR-DE;116,0660333;Standard;3360;Customer1;no;Origin_east;Dest_west;0;32;3;6;2;16pm;HU;2485,26519
3323;732,998;Carrier5;CZ-DE;24,43326667;Standard;7680;Customer1;no;Origin_north;Dest_north;0;26;1;4;-1;15pm;NL;955,8253694
3324;694,744;Carrier6;NL-DE;23,15813333;Standard;6560;Customer1;no;Origin_north;Dest_north;1;10;10;13;-1;16pm;TR;943,9788272
3325;568,529;Carrier7;DE-CZ;18,95096667;Standard;800;Customer1;no;Origin_south;Dest_east;1;14;13;3;1;16pm;GB;828,142553
3326;817,2723;Carrier1;DE-PL;27,24241;Standard;4960;Customer3;no;Origin_west;Dest_east;1;20;9;26;-1;14pm;DE;1022,479779
3327;686,239;Carrier2;NL-DE;22,87463333;Standard;1040;Customer1;no;Origin_east;Dest_south;0;16;10;4;-1;14pm;FR;883,5390427
3328;1001,699;Carrier3;DE-HU;33,38996667;Standard;3600;Customer1;no;Origin_south;Dest_east;0;10;2;23;1;16pm;PL;1062,954035
3329;2208,075;Carrier4;TR-DE;73,6025;Standard;6960;Customer1;no;Origin_north;Dest_south;0;17;3;23;-1;16pm;HU;1785,456234
3330;200,36367;Carrier5;DE-DE;6,678789;Mega;1200;Customer4;yes;Origin_north;Dest_east;0;38;5;9;1;14pm;NL;568,6353969
3331;821,013;Carrier6;DE-CZ;27,3671;Standard;720;Customer3;no;Origin_north;Dest_north;1;22;12;33;0;16pm;TR;1021,860062
3332;736,616;Carrier7;DE-CZ;24,55386667;Standard;7600;Customer3;no;Origin_east;Dest_south;1;12;13;36;1;14pm;GB;1025,623752
3333;511,748;Carrier1;DE-DE;17,05826667;Mega;1280;Customer4;yes;Origin_south;Dest_west;0;11;4;26;1;16pm;DE;728,6713692
3334;169,542;Carrier2;DE-DE;5,6514;Mega;4640;Customer2;yes;Origin_south;Dest_west;0;30;11;15;3;15pm;FR;644,1703914
3335;1021,238;Carrier3;DE-HU;34,04126667;Standard;5600;Customer1;no;Origin_north;Dest_south;1;35;4;18;1;14pm;PL;1087,848645
3336;1105,302;Carrier4;GB-DE;36,8434;Mega;7200;Customer4;no;Origin_east;Dest_west;1;22;0;25;0;14pm;HU;1111,450608
